#支付宝账务明细查询
#账号：[20884312085699850156]
#起始日期：[2024年04月23日 00:00:00]   终止日期：[2024年04月24日 00:00:00]
#-----------------------------------------账务明细列表----------------------------------------
账务流水号,业务流水号,商户订单号,商品名称,发生时间,对方账号,收入金额（+元）,支出金额（-元）,账户余额（元）,交易渠道,业务类型,备注,费率,业务账单来源,业务基础订单号,业务描述,业务订单号
1370511203725869980	,2024042310002001980576048786	,MYMCC1CN20240422111530010000000085290986	,	,2024-04-23 00:02:14	,****y	,0.00	,-4661.20	,10000.00	,支付宝	,提现	,自动提现 2024-04-22	,	,	,	,	,	
1370546867691574381	,2024041822001174381438340333	,T200P2123417209022931398	,【亲子价】美国RadioFlyer儿童三轮车脚踏车手推车自行车带遮阳篷超轻便推车 等多件	,2024-04-23 09:58:45	,**石(452***@qq.com)	,629.10	,0.00	,10629.10	,支付宝	,交易付款	,【亲子价】美国RadioFlyer儿童三轮车脚踏车手推车自行车带遮阳篷超轻便推车 【赠品勿单拍】美国RadioFlyer定制帆布袋，图案随机 【赠品勿单拍】铃铛配件	,0.006	,商家中心	,2123417209022931398	,0010001|交易收款-交易收款	,M{2123417209022931398}	
1370784760515600380	,2024041822001174381438340333	,T200P2123417209022931398	,【亲子价】美国RadioFlyer儿童三轮车脚踏车手推车自行车带遮阳篷超轻便推车 等多件	,2024-04-23 09:58:46	,支付宝（中国）网络技术有限公司(systemrevenue@alipay.com)	,0.00	,-3.77	,10625.33	,支付宝	,收费	,信用卡支付服务费[2024041822001174381438340333];淘宝交易号[T200P2123417209022931398]	,0.006	,蚂蚁商家中心	,2123417209022931398	,0030038|软件服务费-支付宝服务费	,M{2123417209022931398}	
344861175156980	,20240423020070011500980065551992	,CAE_POINT_2123417209022931398_2_0	,	,2024-04-23 09:58:46	,浙江天猫技术有限公司(jifenb2c@taobao.com)	,0.00	,-3.14	,10622.19	,支付宝	,转账	,代扣返点积分2123417209022931398	,	,账房	,2123417209022931398	,0030001|软件服务费-天猫返点积分	,M{2123417209022931398}	
344862936801980	,20240423020070011500980065730670	,HJCAEB==3200060031==4426091840470543==2123417209022931398	,	,2024-04-23 09:58:49	,阿里巴巴（深圳）技术有限公司上海第一分公司(szshftmyj@service.aliyun.com)	,0.00	,-31.46	,10590.73	,支付宝	,转账	,代扣款（扣款用途：天猫佣金（类目）{2123417209022931398}扣款，付款方：瑞飞儿贸易（深圳）有限公司，Email：rftm@radioflyer.com）	,	,账房	,2123417209022931398	,0030003|软件服务费-天猫佣金	,M{2123417209022931398}|S{2123417209023931398}	
344863360171980	,20240423102551010069980017390448	,24042330602082210002	,	,2024-04-23 10:17:27	,天安财产保险股份有限公司(insurance@tianan-insurance.com)	,0.00	,-0.90	,10589.83	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2126869717460922471	,	,商家中心	,2126869717460922471	,0050005|保险支出-卖家版运费险	,M{2126869717460922471}	
344862601468980	,20240423102551010069980017296820	,24042330516135210893	,	,2024-04-23 10:20:17	,天安财产保险股份有限公司(insurance@tianan-insurance.com)	,0.00	,-0.90	,10588.93	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3860090858886411510	,	,商家中心	,3860090858886411510	,0050005|保险支出-卖家版运费险	,M{3860090858886411510}	
344864840098980	,20240423102551010069980017416079	,24042330607135410226	,	,2024-04-23 10:20:25	,天安财产保险股份有限公司(insurance@tianan-insurance.com)	,0.00	,-0.90	,10588.03	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2127593427104099193	,	,商家中心	,2127593427104099193	,0050005|保险支出-卖家版运费险	,M{2127593427104099193}	
344860872595980	,20240423102551010069980017340110	,24042329992144710976	,	,2024-04-23 10:21:12	,天安财产保险股份有限公司(insurance@tianan-insurance.com)	,0.00	,-0.90	,10587.13	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2127845641928618073	,	,商家中心	,2127845641928618073	,0050005|保险支出-卖家版运费险	,M{2127845641928618073}	
344864891403980	,20240423102551010069980017199128	,24042330552287310930	,	,2024-04-23 10:21:14	,天安财产保险股份有限公司(insurance@tianan-insurance.com)	,0.00	,-0.90	,10586.23	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3860123691878892610	,	,商家中心	,3860123691878892610	,0050005|保险支出-卖家版运费险	,M{3860123691878892610}	
344864243924980	,20240423102551010069980017341441	,24042330212146810969	,	,2024-04-23 10:21:15	,天安财产保险股份有限公司(insurance@tianan-insurance.com)	,0.00	,-0.90	,10585.33	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2128024057328783269	,	,商家中心	,2128024057328783269	,0050005|保险支出-卖家版运费险	,M{2128024057328783269}	
